country;region;lifeExp;gdpPercap;pop
Baldwin Union Free School District;Baldwin Union Free School District;0.948243;1.3474;398
Mt Lebanon;Mt Lebanon;1.835243;1.9324;398
Williamsport Area;Williamsport Area;0.071243;-0.659;398
East Providence;East Providence;-0.236757;-0.01;398
Travis Unified;Travis Unified;-0.778757;0.9833;397
Homer CCSD 33C;Homer CCSD 33C;0.449243;1.3461;397
Sycamore Community City;Sycamore Community City;2.287243;1.4685;397
Edcouch-Elsa;Edcouch-Elsa;-1.145757;-2.4791;397
Everman;Everman;-0.725757;-1.1605;397
Isle of Wight Co. Public Schools;Isle of Wight Co. Public Schools;0.642243;0.4934;397
Fitchburg;Fitchburg;-0.352757;-0.7412;396
Lowndes Co. School District;Lowndes Co. School District;-0.175757;-0.5419;396
Methacton;Methacton;1.792243;1.7758;396
Penn Manor;Penn Manor;0.171243;0.9104;396
Cleveland City School District;Cleveland City School District;-0.686757;-0.7904;396
Osborn Elementary District;Osborn Elementary District;-1.932757;-1.844;395
Kankakee;Kankakee;-0.955757;-1.8454;395
Summit Hill;Summit Hill;0.852243;1.3893;395
Caledonia Community Schools;Caledonia Community Schools;0.849243;1.1613;395
Bladen County Schools;Bladen County Schools;-0.469757;-1.3909;395
Austintown Local;Austintown Local;0.327243;-0.0866;395
Alice;Alice;-1.043757;-0.9875;395
Castaic Union Elementary;Castaic Union Elementary;-0.487757;1.0699;394
Eureka Union;Eureka Union;0.809243;1.7805;394
Glen Ellyn;Glen Ellyn;1.560243;1.5184;394
Caroline County Public Schools;Caroline County Public Schools;0.270243;0.1231;394
Saline Area Schools;Saline Area Schools;1.386243;1.667;394
Frontier Central School District;Frontier Central School District;0.943243;0.973;394
Sherwood 88J;Sherwood 88J;0.812243;1.2995;394
Maryville City School District;Maryville City School District;0.901243;0.3194;394
Warren Co. Public Schools;Warren Co. Public Schools;-0.027757;0.5564;394
West Valley School District (Yakima);West Valley School District (Yakima);0.384243;0.5784;394
Fraser Public Schools;Fraser Public Schools;0.421243;-0.0515;393
O Fallon CCSD;O Fallon CCSD;0.823243;0.8887;392
North Lawrence Com. Schools;North Lawrence Com. Schools;0.123243;-0.305;392
Wellesley;Wellesley;2.198243;2.1715;392
Bixby;Bixby;0.163243;1.4283;392
Prosper;Prosper;0.855243;1.8248;392
South Whittier Elementary;South Whittier Elementary;-1.584757;0.0254;391
Crestwood School District;Crestwood School District;-0.574757;-0.1211;391
Kirkwood R-VII;Kirkwood R-VII;1.901243;1.5573;391
Enterprise Elementary;Enterprise Elementary;-0.751757;-0.9888;390
Cook County;Cook County;-1.195757;-1.2933;390
Goddard;Goddard;1.078243;1.1452;390
Bedford Public Schools;Bedford Public Schools;0.386243;0.8145;390
Douglas Unified District;Douglas Unified District;-2.102757;-1.5075;389
Russellville School District;Russellville School District;0.367243;-0.4472;389
Muscatine Comm School District;Muscatine Comm School District;0.849243;-0.3169;389
Biloxi Public School Dist.;Biloxi Public School Dist.;0.033243;-0.4013;389
Guilderland Central School District;Guilderland Central School District;1.217243;1.4503;389
Delaware City;Delaware City;0.832243;0.5065;389
Coventry;Coventry;0.795243;0.483;389
York 01;York 01;-0.926757;-0.8088;389
Richmond Community Schools;Richmond Community Schools;-0.450757;-1.3112;388
Muhlenberg County;Muhlenberg County;0.601243;-0.5565;388
Zachary Community School District;Zachary Community School District;0.732243;0.3819;388
Mahopac Central School District;Mahopac Central School District;0.668243;1.6898;388
Hermiston;Hermiston;-1.206757;-0.5182;388
Delaware Valley;Delaware Valley;1.744243;0.4399;388
Wyoming Valley West;Wyoming Valley West;0.117243;-0.3684;388
Oakdale Joint Unified;Oakdale Joint Unified;-0.437757;0.2294;387
Santa Paula Elementary;Santa Paula Elementary;-1.156757;-0.9653;387
Lakewood Township;Lakewood Township;-0.887757;-0.9823;387
Garnet Valley;Garnet Valley;1.849243;1.8133;387
Greenville;Greenville;-0.946757;-0.9489;387
North Attleborough;North Attleborough;1.633243;0.9303;386
Hamtramck Public Schools;Hamtramck Public Schools;-2.218757;-2.4137;386
St. Francis Public School District;St. Francis Public School District;0.629243;0.6782;386
Kearney Public Schools;Kearney Public Schools;0.340243;0.5047;386
Clarence Central School District;Clarence Central School District;1.431243;1.5334;386
Plainview-Old Bethpage Central School District;Plainview-Old Bethpage Central School District;1.537243;1.8575;386
Rome City School District;Rome City School District;-0.688757;-0.1447;386
Newberg 29J;Newberg 29J;0.229243;0.719;386
Crosby;Crosby;-0.576757;0.3169;386
Southside;Southside;-1.044757;-0.8002;386
Poplar Bluff R-I;Poplar Bluff R-I;0.308243;-0.9193;385
Ithaca City School District;Ithaca City School District;0.558243;1.105;385
West Genesee Central School District;West Genesee Central School District;0.610243;0.982;385
Choctaw/Nicoma Park;Choctaw/Nicoma Park;0.157243;0.592;385
Mamaroneck Union Free School District;Mamaroneck Union Free School District;1.344243;2.0583;384
Warren County;Warren County;-0.049757;0.1407;384
Cumberland;Cumberland;0.327243;1.2161;384
Monroe County School District;Monroe County School District;-0.914757;-0.4408;384
Park City District;Park City District;1.049243;1.8683;384
Windsor Unified;Windsor Unified;-0.795757;0.862;383
Andover;Andover;1.203243;1.5347;383
Millville;Millville;-1.304757;-1.7553;383
Bethlehem Central School District;Bethlehem Central School District;0.990243;1.7309;383
Hatboro-Horsham;Hatboro-Horsham;1.928243;1.3764;383
Nederland;Nederland;0.733243;0.4435;383
Rincon Valley Union Elementary;Rincon Valley Union Elementary;0.599243;0.2059;382
School City of Mishawaka;School City of Mishawaka;0.542243;-0.4881;382
Natick;Natick;2.409243;1.806;382
Grand Ledge Public Schools;Grand Ledge Public Schools;-0.077757;0.7857;382
Mount Olive Township;Mount Olive Township;1.358243;1.2815;382
Port Washington Union Free School District;Port Washington Union Free School District;1.383243;1.7507;382
Princeton City;Princeton City;0.053243;0.0852;382
Canon-Mcmillan;Canon-Mcmillan;1.705243;0.7843;382
Lawrence County;Lawrence County;-0.364757;-0.2562;381
Spring Lake Park Public Schools;Spring Lake Park Public Schools;0.456243;0.3457;381
Spartanburg 01;Spartanburg 01;0.301243;-0.1068;381
Orange Co. Public Schools;Orange Co. Public Schools;0.223243;0.0833;381
Greenbrier County Schools;Greenbrier County Schools;-0.168757;-0.3821;381
Middletown School District;Middletown School District;0.400243;0.326;380
Gardner Edgerton;Gardner Edgerton;1.246243;0.9687;380
Dayton;Dayton;-0.902757;-0.0077;380
Walnut Creek Elementary;Walnut Creek Elementary;1.181243;1.4838;379
Weld County Reorganized School District No. Re-4;Weld County Reorganized School District No. Re-4;1.040243;1.3421;379
Cambridge-Isanti Public School Dist.;Cambridge-Isanti Public School Dist.;0.315243;0.3177;379
Solon City;Solon City;1.967243;1.5316;379
Darien School District;Darien School District;1.815243;2.3246;378
Wakulla;Wakulla;0.879243;0.3006;378
Franklin Community;Franklin Community;0.240243;0.194;378
Plainfield Community;Plainfield Community;1.467243;0.5118;378
Meade County;Meade County;0.321243;-0.2567;378
Millburn Township;Millburn Township;2.301243;2.39;378
Jamestown City School District;Jamestown City School District;-0.790757;-1.5214;378
Harris County;Harris County;0.285243;0.5269;377
Belleville;Belleville;0.572243;-0.8959;377
East Maine;East Maine;-0.374757;0.8907;377
Haysville;Haysville;0.308243;-0.0899;377
Plaquemines Parish;Plaquemines Parish;0.257243;0.0626;377
Corning City School District;Corning City School District;0.202243;0.5228;377
Botetourt Co. Public Schools;Botetourt Co. Public Schools;0.523243;1.0188;377
Desoto Parish;Desoto Parish;-1.631757;-1.0468;376
Scarsdale Union Free School District;Scarsdale Union Free School District;1.733243;2.6639;376
South Colonie Central School District;South Colonie Central School District;0.396243;0.9259;376
Kildeer Countryside CCSD;Kildeer Countryside CCSD;2.363243;2.2436;375
Dare County Schools;Dare County Schools;0.770243;0.2736;375
Ferndale School District;Ferndale School District;-0.079757;0.2183;375
Ohio County Schools;Ohio County Schools;0.465243;-0.3167;375
Pekin PSD;Pekin PSD;0.131243;-0.462;374
Arlington;Arlington;2.443243;1.5023;374
Riverhead Central School District;Riverhead Central School District;0.045243;0.0607;374
Connellsville Area;Connellsville Area;-0.324757;-1.0172;374
Jefferson County Joint Dist.;Jefferson County Joint Dist.;0.463243;0.5043;373
Concord Community Schools;Concord Community Schools;-0.424757;-0.3369;373
North Andover;North Andover;1.371243;1.725;373
North Babylon Union Free School District;North Babylon Union Free School District;0.589243;0.8808;373
Catalina Foothills Unified District;Catalina Foothills Unified District;1.523243;1.8474;372
Lafayette Elementary;Lafayette Elementary;1.627243;2.1318;372
Cheshire School District;Cheshire School District;1.625243;1.7981;372
Burbank;Burbank;-0.710757;0.2353;372
Acton;Acton;2.254243;2.0924;372
Morris School District;Morris School District;0.931243;1.1623;372
Lincoln County;Lincoln County;-0.690757;-0.3469;372
Lockhart;Lockhart;-0.053757;-0.4547;372
Simsbury School District;Simsbury School District;2.231243;2.0866;371
Crete Monee 201U;Crete Monee 201U;-0.739757;-0.263;371
Fort Osage R-I;Fort Osage R-I;0.115243;-0.1802;371
Carlisle Area;Carlisle Area;0.765243;0.6664;371
Royse City;Royse City;0.161243;0.6625;371
Wisconsin Rapids School District;Wisconsin Rapids School District;0.439243;0.2621;371
Pine Bluff School District;Pine Bluff School District;-2.246757;-2.1882;370
Baker;Baker;0.620243;-0.1219;370
Lewiston Independent District;Lewiston Independent District;-0.324757;0.1165;370
Madison District;Madison District;1.298243;0.5006;370
School District of the City of Royal Oak;School District of the City of Royal Oak;0.502243;0.8289;370
Voorhees Township;Voorhees Township;1.375243;1.2651;370
Asheboro City Schools;Asheboro City Schools;-0.558757;-1.4584;370
Riverside Local - Painesville;Riverside Local - Painesville;0.896243;0.8838;370
Alamo Heights;Alamo Heights;0.543243;1.4358;370
Benton School District;Benton School District;0.612243;0.2828;369
Lockport City School District;Lockport City School District;-0.014757;-0.6677;369
Accomack Co. Public Schools;Accomack Co. Public Schools;-0.148757;-0.6687;369
Verona Area School District;Verona Area School District;0.636243;1.2321;369
Loveland City;Loveland City;1.310243;1.5424;368
Manitowoc School District;Manitowoc School District;-0.425757;0.0613;368
Center Joint Unified;Center Joint Unified;-0.551757;0.2146;367
Eastside Union Elementary;Eastside Union Elementary;-2.587757;-0.7781;367
